ET15,0.6524
ET21,1.6597
ET23,1.004
ET25,0.7124
EU19,0.5094
EV11,0.7988
EV15,0.5032
EW11,0.8654
EW13,0.7726
EW15,0.4539
EX13,0.9331
EX15,0.6132
EX23,0.6011
EX25,0.2771
EZ11,0.9364
EZ15,0.6318
FB19,11.003
FB21,14.8142
FB25,10.0566
FC19,10.5864
FD19,5.1704
FD23,4.4465
FD25,3.2643
FD39,2.2947
FE19,9.5183
FE29,13.376
FF19,1.3112
FF23,5.0961
FF25,4.4381
FF33,2.5995
FF35,1.6415
FJ19,1.5534
FK19,6.9693
FK29,4.1504
FK39,5.1768
FL19,6.82
FL23,3.7656
FL25,2.9904
FL39,10.8109
FM19,2.7955
FM29,3.1497
FM39,1.2383
FM43,12.9364
FM45,9.3935
FN13,4.18
FN15,3.3814
FN21,1.9522
FN25,1.661
FP19,1.4541
FQY,1.3784
FR19,1.3355
FR21,1.4541
FR25,0.9823
FR39,0.5093
FR41,0.7011
FR43,0.6906
FR45,0.5953
FT11,1.1313
FT13,0.8538
FT15,0.75
FT29,1.4786
FT31,1.0235
FT35,0.8266
FT43,0.7582
FT45,0.4803
FU11,1.3491
FU13,0.778
FU15,0.424
FU23,0.7955
FU25,0.5729
FV19,0.6716
FV21,0.7012
FV23,0.5221
FV25,0.4428
FV33,0.5526
FV35,0.4155
FW11,0.8807
FW15,0.7866
FW21,1.1189
FW25,0.9759
FZ11,0.7892
FZ15,0.528
GB11,6.4667
GB15,5.3981
GB29,5.5365
GC13,3.392
GC15,2.5637
GC21,4.1569
GC23,2.9376
GC25,2.075
GD13,1.6798
GD15,1.2382
GD23,1.2323
GD25,1.0816
GE13,1.6066
GE15,1.3178
GE29,2.4707
GF19,1.1552
GF29,0.9325
GG19,2.1503
GJ11,3.0108
GJ13,2.0797
GJ15,0.9879
GK19,1.4631
GK23,0.9663
GK25,0.8075
GK39,0.8032
GQY,1.6416
GR11,1.189
GR15,0.9085
GS11,1.2132
GS13,1.0041
GS15,0.6157
GT13,0.6359
GT15,0.3309
GU11,1.2148
GU15,1.0893
GU21,1.0888
GU25,0.7812
GV11,0.9502
GV13,0.8482
GV15,0.5523
GW19,0.5224
GZ13,0.6348
GZ15,0.5424
HB11,8.6803
HB15,5.9248
HC11,2.8888
HC15,2.36
HC29,1.4749
HC31,2.5066
HC33,2.3197
HC35,1.4678
HJ11,3.132
HJ15,1.7586
HK19,2.4111
HL11,3.3939
HL15,1.5597
HL29,2.0322
HQY,1.7421
HR19,1.1333
HS11,2.3316
HS15,1.8777
HS21,1.3494
HS25,0.4118
HS33,0.6565
HS35,0.5118
HT11,2.6279
HT13,1.7975
HT15,0.911
HT21,1.3649
HT23,0.9552
HT25,0.8077
HU11,0.9751
HU15,0.5102
HZ11,0.9735
HZ15,0.5103
HZ21,0.6799
HZ25,0.5002
HZ31,1.1522
HZ35,0.6888
IB19,5.0538
IB29,5.17
IB39,2.9044
IC19,4.2095
IC29,4.175
IC39,2.8211
IC49,1.5758
ID13,2.0182
ID15,1.9358
IE19,3.6666
IF13,2.5815
IF15,1.9587
IF23,1.2846
IF25,1.1634
IF31,3.2285
IF33,3.0549
IF35,2.6148
IF49,2.8792
IF59,1.07
IG13,1.9605
IG15,1.3125
IH19,1.0436
IJ13,0.851
IJ15,0.8496
IQY,0.942
IR19,0.4701
IR29,1.313
IS19,0.5762
IS29,0.4754
IT19,1.4701
IT21,1.07
IT23,0.7333
IT25,0.3897
IT39,0.4964
IU13,0.6101
IU15,0.3894
IU29,0.6565
IU31,1.0213
IU35,0.6254
IV13,1.2654
IV15,0.9671
IZ19,0.6049
IZ29,0.6181
JA19,3.4989
JA29,1.8332
JB19,1.3238
JB29,1.311
JB39,0.7806
JC19,0.5188
JD13,1.6562
JD15,0.9821
JD29,0.6576
JJ13,1.4609
JJ15,0.9372
JQY,0.9079
JR19,0.7856
JR23,0.7068
JR25,0.6902
JS11,1.181
JS13,0.6923
JS15,0.3924
JS29,0.33
JT19,0.5471
JU11,1.0026
JU13,0.5705
JU15,0.3836
JV19,0.3837
JV29,0.433
JZ19,0.5052
KB19,2.398
KC19,3.7344
KD19,1.721
KD29,1.5231
KE19,3.7612
KJ11,2.1255
KJ15,1.9146
KQY,1.2539
KR19,0.8061
KS11,0.97
KS15,0.5539
KT13,0.4881
KT15,0.3309
KU11,0.9608
KU13,0.6374
KU15,0.3343
KV11,0.7127
KV15,0.4473
KZ11,1.0853
KZ13,0.7155
KZ15,0.4889
LA19,3.0201
LA29,2.1962
LB19,2.0134
LB21,2.3489
LB25,2.1993
LC19,1.9194
LD19,1.2285
LE19,0.9251
LF11,1.7952
LF15,1.6535
LJ13,0.8065
LJ15,0.5317
LL11,1.9861
LL15,0.9569
LQY,0.9858
LR11,1.1517
LR13,0.6139
LR15,0.5323
LS11,0.747
LS15,0.6074
LT11,0.9275
LT13,0.8206
LT15,0.7146
LU11,0.8032
LU13,0.5772
LU15,0.4051
LV11,0.6699
LV15,0.4859
LW11,0.3848
LW15,0.2023
LX19,0.2757
LZ11,0.7978
LZ15,0.4713
MA19,1.9264
MB19,1.6778
MC19,1.1346
MD13,1.0649
MD15,0.9372
MJ19,0.9893
MQY,1.0476
MR11,0.8094
MR15,0.6514
MS13,0.6258
MS15,0.4289
MZ19,0.4665
NA19,3.3333
NA29,2.4189
NB19,1.7712
NC19,2.0527
ND19,1.5764
NE19,0.8608
NF19,0.7292
NJ19,1.7848
NQY,0.905
NR13,0.8109
NR15,0.4978
NS19,0.6131
NZ19,0.3352
OB19,1.1032
OC19,0.8523
OD19,0.9935
OD29,0.6412
OE19,1.2049
OF19,0.7412
OF29,0.6481
OJ19,0.5582
OQY,0.5992
OR19,0.5218
OS13,0.7269
OS15,0.3001
OS29,0.2007
OT19,0.4945
OZ19,0.4256
PB19,9.3927
PC13,4.4285
PC15,2.929
PK11,2.661
PK13,1.1291
PK15,0.8857
PQY,1.8559
PR11,2.9377
PR13,1.2462
PR15,0.8125
PS11,5.9674
PS13,1.6515
PS15,1.0196
PS21,2.5395
PS25,1.2358
PS39,1.7054
PS43,0.9504
PS45,0.6804
PU13,0.9607
PU15,0.6121
PV13,0.3824
PV15,0.2775
QB13,4.108
QB15,2.4958
QJ13,1.4961
QJ15,0.7564
QQY,0.949
QR11,1.1615
QR13,0.697
QR15,0.396
QS11,1.5583
QS13,1.2113
QS15,0.7616
QS23,0.7619
QS25,0.4091
QS31,1.5583
QS33,1.3213
QS35,0.7616
QS41,0.7366
QS43,0.5991
QS45,0.4266
QT13,0.9089
QT15,0.5582
RA19,4.0463
RA23,2.121
RA25,1.0582
RB11,5.788
RB13,4.7613
RB15,4.443
RB21,2.8524
RB25,1.8311
RC19,3.86
RD11,2.1134
RD13,1.8058
RD15,1.3463
RE11,1.2684
RE13,0.6569
RE15,0.6061
RG11,0.8115
RG15,0.3174
RQY,0.7788
RR11,5.206
RR13,2.6894
RR15,1.6406
RS11,1.3038
RS13,0.7583
RS15,0.5766
RS21,1.3473
RS23,0.8374
RS25,0.5449
RT11,1.2338
RT15,0.8434
RT29,1.0906
RU11,1.3208
RU13,0.5174
RU15,0.4933
RV11,3.2418
RV15,1.1992
RW19,0.4474
RW21,1.0528
RW23,0.644
RW25,0.499
SB11,4.0881
SB13,1.8106
SB15,1.22
SR11,2.3444
SR13,1.9312
SR15,1.4198
SS11,0.9674
SS13,0.7365
SS15,0.3263
ST13,1.2927
ST15,0.654
SU19,0.4839
SV11,2.0883
SV13,1.7738
SV15,0.8904
SZ13,0.8938
SZ15,0.7048
TB19,0.8552
TR19,0.6391
TR29,0.8201
TS19,1.0884
TS29,0.8004
TT13,0.5775
TT15,0.4996
TT23,0.5723
TT25,0.4945
TU19,0.5229
TV19,1.0369
TW11,0.9045
TW13,0.6518
TW15,0.6027
UR13,1.3387
UR15,0.3366
US19,1.3207
VB19,1.2769
VC13,1.4682
VC15,0.8786
VJ11,3.4056
VJ13,1.4317
VJ15,0.981
VQY,0.9851
VR19,0.4984
VS19,0.2419
VS21,1.1543
VS23,0.7262
VS25,0.4597
VT13,0.6198
VT15,0.3538
VZ11,1.8778
VZ13,0.8051
VZ15,0.2035
WB19,2.3062
WC19,4.5897
WJ19,1.9141
WR19,0.8646
WZ13,0.6999
WZ15,0.477
XJ13,1.8494
XJ15,1.2565
XR11,1.8727
XR13,1.3705
XR15,0.9712
XR21,1.4286
XR23,0.8738
XR25,0.6977
XR31,0.7577
XR33,0.7015
XR35,0.4834
XS11,0.6732
XS15,0.456
XS21,2.1
XS25,0.3999
XT13,0.5474
XT15,0.3192
XT29,0.1931
XT33,0.6473
XT35,0.3644
YR11,1.2637
YR13,1.048
YR15,0.8236
YR29,0.6287
ZB19,6.6987
ZC11,4.3483
ZC15,3.388
ZD19,3.7373
ZJ11,4.9116
ZJ15,3.7437
ZQY,3.3868
ZZ11,1.5076
ZZ15,0.9276
